Week,Department,Model,Weekly_Cost,Weekly_Tokens,Avg_Latency,Cache_Hit_Rate,Success_Rate,Dept_Total_Cost,Dept_Total_Tokens,Dept_Avg_Latency,Dept_Cache_Rate,Dept_Success_Rate
2025-01-06/2025-01-12,Finance,GPT-3.5,0.16580849999999991,44887,3731.6,0.7,0.9,272.7227736499999,37854521,3793.210407805854,0.357518138603953,0.9583437578183638
2025-01-06/2025-01-12,Finance,GPT-4-Turbo,2.144789999999999,125716,3514.0,0.32142857142857145,0.9642857142857143,272.7227736499999,37854521,3793.210407805854,0.357518138603953,0.9583437578183638
2025-01-06/2025-01-12,Finance,Gemini-1.5-Pro,0.2237479999999999,74427,3308.2631578947367,0.47368421052631576,0.9473684210526315,272.7227736499999,37854521,3793.210407805854,0.357518138603953,0.9583437578183638
2025-01-06/2025-01-12,Finance,Llama-3-8B-Local,0.021687749999999898,153011,3941.962962962963,0.18518518518518517,0.9629629629629629,272.7227736499999,37854521,3793.210407805854,0.357518138603953,0.9583437578183638
2025-01-06/2025-01-12,Marketing,Claude-3.5-Sonnet,0.6557585999999993,102579,2706.848484848485,0.3333333333333333,0.9696969696969697,286.6815156399999,38949936,3837.3869309838474,0.34838472834067546,0.9582721488007832
2025-01-06/2025-01-12,Marketing,GPT-3.5,0.5643819999999997,72514,5369.615384615385,0.15384615384615385,1.0,286.6815156399999,38949936,3837.3869309838474,0.34838472834067546,0.9582721488007832
2025-01-06/2025-01-12,Marketing,GPT-4-Turbo,1.4591759999999994,76905,3248.235294117647,0.17647058823529413,0.9411764705882353,286.6815156399999,38949936,3837.3869309838474,0.34838472834067546,0.9582721488007832
2025-01-06/2025-01-12,Marketing,Gemini-1.5-Pro,0.45132569999999994,106371,4398.15,0.4,0.95,286.6815156399999,38949936,3837.3869309838474,0.34838472834067546,0.9582721488007832
2025-01-06/2025-01-12,Marketing,Llama-3-8B-Local,0.0090545399999999,87133,4367.222222222223,0.3888888888888889,0.8888888888888888,286.6815156399999,38949936,3837.3869309838474,0.34838472834067546,0.9582721488007832
2025-01-13/2025-01-19,Customer Support,Claude-3.5-Sonnet,2.1842279999999987,284632,3566.5692307692307,0.3076923076923077,1.0,555.3203119199998,76504219,3845.011718011718,0.3545643545643546,0.9595539595539595
2025-01-13/2025-01-19,Customer Support,GPT-3.5,0.3581839999999998,66958,4917.928571428572,0.42857142857142855,1.0,555.3203119199998,76504219,3845.011718011718,0.3545643545643546,0.9595539595539595
2025-01-13/2025-01-19,Customer Support,GPT-4-Turbo,4.385162999999999,229608,4322.409090909091,0.2727272727272727,0.9545454545454546,555.3203119199998,76504219,3845.011718011718,0.3545643545643546,0.9595539595539595
2025-01-13/2025-01-19,Customer Support,Gemini-1.5-Pro,0.9249624999999998,170758,3162.4,0.425,0.975,555.3203119199998,76504219,3845.011718011718,0.3545643545643546,0.9595539595539595
2025-01-13/2025-01-19,Customer Support,Llama-3-8B-Local,0.0166973799999999,129776,3724.483870967742,0.1935483870967742,1.0,555.3203119199998,76504219,3845.011718011718,0.3545643545643546,0.9595539595539595
2025-01-13/2025-01-19,Data Science,Claude-3.5-Sonnet,2.346800399999999,366198,3860.152777777778,0.4166666666666667,0.9722222222222222,696.6750908799997,94877017,3820.599108796876,0.3485205026786161,0.9591949131327292
2025-01-13/2025-01-19,Data Science,GPT-3.5,0.2567655,69195,2496.05,0.5,0.95,696.6750908799997,94877017,3820.599108796876,0.3485205026786161,0.9591949131327292
2025-01-13/2025-01-19,Data Science,GPT-4-Turbo,4.328303999999998,260264,3588.6,0.26666666666666666,1.0,696.6750908799997,94877017,3820.599108796876,0.3485205026786161,0.9591949131327292
2025-01-13/2025-01-19,Data Science,Gemini-1.5-Pro,1.1555064499999999,212242,3771.0204081632655,0.3469387755102041,0.9591836734693877,696.6750908799997,94877017,3820.599108796876,0.3485205026786161,0.9591949131327292
2025-01-13/2025-01-19,Data Science,Llama-3-8B-Local,0.02561826,225924,4563.0952380952385,0.40476190476190477,0.9761904761904762,696.6750908799997,94877017,3820.599108796876,0.3485205026786161,0.9591949131327292
2025-01-13/2025-01-19,Engineering,Claude-3.5-Sonnet,4.405928999999997,595642,3592.320610687023,0.29770992366412213,0.9847328244274809,1372.8269327499995,132084016,3777.360511647849,0.34543375732456766,0.9607689009575532
2025-01-13/2025-01-19,Engineering,GPT-3.5,0.4880289999999998,94773,2994.68,0.4,0.92,1372.8269327499995,132084016,3777.360511647849,0.34543375732456766,0.9607689009575532
2025-01-13/2025-01-19,Engineering,GPT-4-Turbo,6.085434999999999,378216,3638.4,0.36470588235294116,0.9294117647058824,1372.8269327499995,132084016,3777.360511647849,0.34543375732456766,0.9607689009575532
2025-01-13/2025-01-19,Engineering,Gemini-1.5-Pro,1.7530873499999993,354360,3739.1012658227846,0.3924050632911392,0.9620253164556962,1372.8269327499995,132084016,3777.360511647849,0.34543375732456766,0.9607689009575532
2025-01-13/2025-01-19,Engineering,Llama-3-8B-Local,0.0279846799999998,232645,3222.867924528302,0.32075471698113206,0.9811320754716981,1372.8269327499995,132084016,3777.360511647849,0.34543375732456766,0.9607689009575532
2025-01-13/2025-01-19,Finance,Claude-3.5-Sonnet,0.7469087999999998,86126,2214.133333333333,0.2,0.9333333333333333,272.7227736499999,37854521,3793.210407805854,0.357518138603953,0.9583437578183638
2025-01-13/2025-01-19,Finance,GPT-3.5,0.129237,48453,3878.8,0.4,1.0,272.7227736499999,37854521,3793.210407805854,0.357518138603953,0.9583437578183638
2025-01-13/2025-01-19,Finance,GPT-4-Turbo,2.768463999999999,174739,4377.771428571428,0.3142857142857143,0.9714285714285714,272.7227736499999,37854521,3793.210407805854,0.357518138603953,0.9583437578183638
2025-01-13/2025-01-19,Finance,Gemini-1.5-Pro,0.2132515,46845,2209.125,0.3125,1.0,272.7227736499999,37854521,3793.210407805854,0.357518138603953,0.9583437578183638
2025-01-13/2025-01-19,Finance,Llama-3-8B-Local,0.00716602,70567,2454.0,0.23529411764705882,1.0,272.7227736499999,37854521,3793.210407805854,0.357518138603953,0.9583437578183638
2025-01-13/2025-01-19,Marketing,Claude-3.5-Sonnet,1.2437942999999994,151261,2825.4,0.325,0.95,286.6815156399999,38949936,3837.3869309838474,0.34838472834067546,0.9582721488007832
2025-01-13/2025-01-19,Marketing,GPT-3.5,0.16701300000000002,31322,4416.4,0.4,1.0,286.6815156399999,38949936,3837.3869309838474,0.34838472834067546,0.9582721488007832
2025-01-13/2025-01-19,Marketing,GPT-4-Turbo,2.9036299999999993,169299,6092.434782608696,0.34782608695652173,1.0,286.6815156399999,38949936,3837.3869309838474,0.34838472834067546,0.9582721488007832
2025-01-13/2025-01-19,Marketing,Gemini-1.5-Pro,0.3926397999999999,74682,2436.12,0.4,1.0,286.6815156399999,38949936,3837.3869309838474,0.34838472834067546,0.9582721488007832
2025-01-13/2025-01-19,Marketing,Llama-3-8B-Local,0.01651742,160362,7007.555555555556,0.5555555555555556,0.8888888888888888,286.6815156399999,38949936,3837.3869309838474,0.34838472834067546,0.9582721488007832
2025-01-20/2025-01-26,Customer Support,Claude-3.5-Sonnet,2.8766399999999983,415472,4551.855263157895,0.34210526315789475,0.9473684210526315,555.3203119199998,76504219,3845.011718011718,0.3545643545643546,0.9595539595539595
2025-01-20/2025-01-26,Customer Support,GPT-3.5,0.4500514999999999,80398,4572.866666666667,0.26666666666666666,0.9333333333333333,555.3203119199998,76504219,3845.011718011718,0.3545643545643546,0.9595539595539595
2025-01-20/2025-01-26,Customer Support,GPT-4-Turbo,3.6499769999999994,202479,2902.3333333333335,0.3125,0.9791666666666666,555.3203119199998,76504219,3845.011718011718,0.3545643545643546,0.9595539595539595
2025-01-20/2025-01-26,Customer Support,Gemini-1.5-Pro,1.19805665,239741,4512.636363636364,0.36363636363636365,0.9318181818181818,555.3203119199998,76504219,3845.011718011718,0.3545643545643546,0.9595539595539595
2025-01-20/2025-01-26,Customer Support,Llama-3-8B-Local,0.0072030199999998995,79514,2086.9310344827586,0.4827586206896552,1.0,555.3203119199998,76504219,3845.011718011718,0.3545643545643546,0.9595539595539595
2025-01-20/2025-01-26,Data Science,Claude-3.5-Sonnet,2.3402726999999985,338692,3559.730769230769,0.38461538461538464,0.9487179487179487,696.6750908799997,94877017,3820.599108796876,0.3485205026786161,0.9591949131327292
2025-01-20/2025-01-26,Data Science,GPT-3.5,0.475156,75920,2846.3888888888887,0.3333333333333333,0.9444444444444444,696.6750908799997,94877017,3820.599108796876,0.3485205026786161,0.9591949131327292
2025-01-20/2025-01-26,Data Science,GPT-4-Turbo,3.0073099999999986,212872,3527.574468085106,0.3404255319148936,0.9787234042553191,696.6750908799997,94877017,3820.599108796876,0.3485205026786161,0.9591949131327292
2025-01-20/2025-01-26,Data Science,Gemini-1.5-Pro,1.1450438999999997,180968,2472.3728813559323,0.3050847457627119,0.9830508474576272,696.6750908799997,94877017,3820.599108796876,0.3485205026786161,0.9591949131327292
2025-01-20/2025-01-26,Data Science,Llama-3-8B-Local,0.02456573,209905,3248.9777777777776,0.3333333333333333,0.9111111111111111,696.6750908799997,94877017,3820.599108796876,0.3485205026786161,0.9591949131327292
2025-01-20/2025-01-26,Engineering,Claude-3.5-Sonnet,4.377499499999996,575466,3650.096,0.304,0.984,1372.8269327499995,132084016,3777.360511647849,0.34543375732456766,0.9607689009575532
2025-01-20/2025-01-26,Engineering,GPT-3.5,0.6552524999999999,116338,3871.0454545454545,0.4090909090909091,0.9545454545454546,1372.8269327499995,132084016,3777.360511647849,0.34543375732456766,0.9607689009575532
2025-01-20/2025-01-26,Engineering,GPT-4-Turbo,3.313801999999998,239050,3601.185185185185,0.3148148148148148,0.9259259259259259,1372.8269327499995,132084016,3777.360511647849,0.34543375732456766,0.9607689009575532
2025-01-20/2025-01-26,Engineering,Gemini-1.5-Pro,2.4874303999999996,436640,3541.1290322580644,0.3225806451612903,0.956989247311828,1372.8269327499995,132084016,3777.360511647849,0.34543375732456766,0.9607689009575532
2025-01-20/2025-01-26,Engineering,Llama-3-8B-Local,0.02402459,293533,3545.9836065573772,0.4262295081967213,0.9836065573770492,1372.8269327499995,132084016,3777.360511647849,0.34543375732456766,0.9607689009575532
2025-01-20/2025-01-26,Finance,Claude-3.5-Sonnet,1.2672005999999993,161901,3796.0882352941176,0.2647058823529412,0.9411764705882353,272.7227736499999,37854521,3793.210407805854,0.357518138603953,0.9583437578183638
2025-01-20/2025-01-26,Finance,GPT-3.5,0.149192,21154,3241.8,0.4,1.0,272.7227736499999,37854521,3793.210407805854,0.357518138603953,0.9583437578183638
2025-01-20/2025-01-26,Finance,GPT-4-Turbo,1.4754829999999997,104554,2423.451612903226,0.41935483870967744,0.967741935483871,272.7227736499999,37854521,3793.210407805854,0.357518138603953,0.9583437578183638
2025-01-20/2025-01-26,Finance,Gemini-1.5-Pro,0.13249915,32483,1926.1875,0.4375,0.9375,272.7227736499999,37854521,3793.210407805854,0.357518138603953,0.9583437578183638
2025-01-20/2025-01-26,Finance,Llama-3-8B-Local,0.00630229,30253,2087.909090909091,0.18181818181818182,0.8181818181818182,272.7227736499999,37854521,3793.210407805854,0.357518138603953,0.9583437578183638
2025-01-20/2025-01-26,Marketing,Claude-3.5-Sonnet,0.6120527999999995,88269,2254.185185185185,0.48148148148148145,0.9259259259259259,286.6815156399999,38949936,3837.3869309838474,0.34838472834067546,0.9582721488007832
2025-01-20/2025-01-26,Marketing,GPT-3.5,0.3921849999999998,77222,4415.166666666667,0.6666666666666666,1.0,286.6815156399999,38949936,3837.3869309838474,0.34838472834067546,0.9582721488007832
2025-01-20/2025-01-26,Marketing,GPT-4-Turbo,2.278943999999999,157900,3601.1,0.4,0.9333333333333333,286.6815156399999,38949936,3837.3869309838474,0.34838472834067546,0.9582721488007832
2025-01-20/2025-01-26,Marketing,Gemini-1.5-Pro,0.7451226999999998,111499,4783.0,0.09523809523809523,1.0,286.6815156399999,38949936,3837.3869309838474,0.34838472834067546,0.9582721488007832
2025-01-20/2025-01-26,Marketing,Llama-3-8B-Local,0.00638542,52553,3075.3571428571427,0.35714285714285715,1.0,286.6815156399999,38949936,3837.3869309838474,0.34838472834067546,0.9582721488007832
2025-01-27/2025-02-02,Customer Support,Claude-3.5-Sonnet,2.164080599999997,304734,3274.837837837838,0.3108108108108108,0.9594594594594594,555.3203119199998,76504219,3845.011718011718,0.3545643545643546,0.9595539595539595
2025-01-27/2025-02-02,Customer Support,GPT-3.5,0.4237329999999999,69268,3831.5625,0.1875,1.0,555.3203119199998,76504219,3845.011718011718,0.3545643545643546,0.9595539595539595
2025-01-27/2025-02-02,Customer Support,GPT-4-Turbo,2.9290479999999994,209870,4028.4651162790697,0.37209302325581395,0.9767441860465116,555.3203119199998,76504219,3845.011718011718,0.3545643545643546,0.9595539595539595
2025-01-27/2025-02-02,Customer Support,Gemini-1.5-Pro,1.2515618499999999,233861,4183.644444444444,0.4,0.9111111111111111,555.3203119199998,76504219,3845.011718011718,0.3545643545643546,0.9595539595539595
2025-01-27/2025-02-02,Customer Support,Llama-3-8B-Local,0.0159267299999999,169221,5328.821428571428,0.39285714285714285,0.9642857142857143,555.3203119199998,76504219,3845.011718011718,0.3545643545643546,0.9595539595539595
2025-01-27/2025-02-02,Data Science,Claude-3.5-Sonnet,3.152966699999998,413880,3100.3490566037735,0.3867924528301887,0.9716981132075472,696.6750908799997,94877017,3820.599108796876,0.3485205026786161,0.9591949131327292
2025-01-27/2025-02-02,Data Science,GPT-3.5,0.3292089999999998,88286,4381.75,0.4375,1.0,696.6750908799997,94877017,3820.599108796876,0.3485205026786161,0.9591949131327292
2025-01-27/2025-02-02,Data Science,GPT-4-Turbo,4.9922939999999985,323378,4189.327868852459,0.45901639344262296,0.9672131147540983,696.6750908799997,94877017,3820.599108796876,0.3485205026786161,0.9591949131327292
2025-01-27/2025-02-02,Data Science,Gemini-1.5-Pro,1.8185992999999998,417606,5264.435483870968,0.3709677419354839,0.967741935483871,696.6750908799997,94877017,3820.599108796876,0.3485205026786161,0.9591949131327292
2025-01-27/2025-02-02,Data Science,Llama-3-8B-Local,0.0197670399999996,149142,3100.151515151515,0.30303030303030304,1.0,696.6750908799997,94877017,3820.599108796876,0.3485205026786161,0.9591949131327292
2025-01-27/2025-02-02,Engineering,Claude-3.5-Sonnet,4.8872801999999975,628600,3910.5403225806454,0.31451612903225806,0.9838709677419355,1372.8269327499995,132084016,3777.360511647849,0.34543375732456766,0.9607689009575532
2025-01-27/2025-02-02,Engineering,GPT-3.5,0.8397789999999996,134758,3675.5,0.23333333333333334,1.0,1372.8269327499995,132084016,3777.360511647849,0.34543375732456766,0.9607689009575532
2025-01-27/2025-02-02,Engineering,GPT-4-Turbo,4.369833999999998,296730,3180.342105263158,0.34210526315789475,0.9868421052631579,1372.8269327499995,132084016,3777.360511647849,0.34543375732456766,0.9607689009575532
2025-01-27/2025-02-02,Engineering,Gemini-1.5-Pro,1.3071428999999999,236624,3178.75,0.25,0.9821428571428571,1372.8269327499995,132084016,3777.360511647849,0.34543375732456766,0.9607689009575532
2025-01-27/2025-02-02,Engineering,Llama-3-8B-Local,0.02711395,239097,3840.2115384615386,0.4230769230769231,0.9807692307692307,1372.8269327499995,132084016,3777.360511647849,0.34543375732456766,0.9607689009575532
2025-01-27/2025-02-02,Finance,Claude-3.5-Sonnet,1.0222721999999993,130678,3633.962962962963,0.37037037037037035,0.9629629629629629,272.7227736499999,37854521,3793.210407805854,0.357518138603953,0.9583437578183638
2025-01-27/2025-02-02,Finance,GPT-3.5,0.115174,38861,3269.375,0.5,1.0,272.7227736499999,37854521,3793.210407805854,0.357518138603953,0.9583437578183638
2025-01-27/2025-02-02,Finance,GPT-4-Turbo,1.2303739999999994,114535,3259.703703703704,0.48148148148148145,1.0,272.7227736499999,37854521,3793.210407805854,0.357518138603953,0.9583437578183638
2025-01-27/2025-02-02,Finance,Gemini-1.5-Pro,0.6699958999999998,141865,5850.45,0.4,0.95,272.7227736499999,37854521,3793.210407805854,0.357518138603953,0.9583437578183638
2025-01-27/2025-02-02,Finance,Llama-3-8B-Local,0.0185936099999999,113145,5041.85,0.2,0.95,272.7227736499999,37854521,3793.210407805854,0.357518138603953,0.9583437578183638
2025-01-27/2025-02-02,Marketing,Claude-3.5-Sonnet,0.8764502999999991,139403,3509.3333333333335,0.42424242424242425,0.9696969696969697,286.6815156399999,38949936,3837.3869309838474,0.34838472834067546,0.9582721488007832
2025-01-27/2025-02-02,Marketing,GPT-3.5,0.097036,27221,3868.3333333333335,0.5,1.0,286.6815156399999,38949936,3837.3869309838474,0.34838472834067546,0.9582721488007832
2025-01-27/2025-02-02,Marketing,GPT-4-Turbo,1.7771129999999993,111430,3129.8518518518517,0.3333333333333333,0.8888888888888888,286.6815156399999,38949936,3837.3869309838474,0.34838472834067546,0.9582721488007832
2025-01-27/2025-02-02,Marketing,Gemini-1.5-Pro,0.54424195,109502,3039.9655172413795,0.41379310344827586,0.9655172413793104,286.6815156399999,38949936,3837.3869309838474,0.34838472834067546,0.9582721488007832
2025-01-27/2025-02-02,Marketing,Llama-3-8B-Local,0.0111276799999999,79564,2820.5,0.125,1.0,286.6815156399999,38949936,3837.3869309838474,0.34838472834067546,0.9582721488007832
2025-02-03/2025-02-09,Customer Support,Claude-3.5-Sonnet,1.642889699999999,293504,3665.8196721311474,0.4426229508196721,0.9508196721311475,555.3203119199998,76504219,3845.011718011718,0.3545643545643546,0.9595539595539595
2025-02-03/2025-02-09,Customer Support,GPT-3.5,0.0694419999999998,22665,2450.1111111111113,0.3333333333333333,1.0,555.3203119199998,76504219,3845.011718011718,0.3545643545643546,0.9595539595539595
2025-02-03/2025-02-09,Customer Support,GPT-4-Turbo,3.4438929999999988,216509,4190.955555555555,0.4,0.9777777777777777,555.3203119199998,76504219,3845.011718011718,0.3545643545643546,0.9595539595539595
2025-02-03/2025-02-09,Customer Support,Gemini-1.5-Pro,1.0246852,172000,3797.5588235294117,0.23529411764705882,1.0,555.3203119199998,76504219,3845.011718011718,0.3545643545643546,0.9595539595539595
2025-02-03/2025-02-09,Customer Support,Llama-3-8B-Local,0.02373554,197478,4280.6875,0.40625,1.0,555.3203119199998,76504219,3845.011718011718,0.3545643545643546,0.9595539595539595
2025-02-03/2025-02-09,Data Science,Claude-3.5-Sonnet,2.9520812999999975,386922,3336.860465116279,0.32558139534883723,0.9883720930232558,696.6750908799997,94877017,3820.599108796876,0.3485205026786161,0.9591949131327292
2025-02-03/2025-02-09,Data Science,GPT-3.5,0.6059244999999996,117628,3978.2608695652175,0.30434782608695654,0.9565217391304348,696.6750908799997,94877017,3820.599108796876,0.3485205026786161,0.9591949131327292
2025-02-03/2025-02-09,Data Science,GPT-4-Turbo,4.556285999999999,279011,4286.711538461538,0.34615384615384615,0.9807692307692307,696.6750908799997,94877017,3820.599108796876,0.3485205026786161,0.9591949131327292
2025-02-03/2025-02-09,Data Science,Gemini-1.5-Pro,0.9442005999999998,179115,3568.375,0.5,0.925,696.6750908799997,94877017,3820.599108796876,0.3485205026786161,0.9591949131327292
